,,,SpineMid,,,Neck,,,Head,,,ShoulderLeft,,,ElbowLeft,,,WristLeft,,,HandLeft,,,ShoulderRight,,,ElbowRight,,,WristRight,,,HandRight,,,SpineShoulder,,
14:46.6,182676,0,0.115618,-0.117656,0.826,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.103223,0.026356,0.855
14:46.6,182710,0,0.101738,-0.110114,0.943,0.456178,-0.160223,1.372,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.130359,0.048875,0.976
14:46.7,182746,0,0.133674,-0.136031,0.955,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.18711,0.030145,0.978
14:46.7,182776,0,0.105143,-0.123105,0.827,0.456178,-0.160223,1.372,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.092034,0.015347,0.853
14:46.7,182808,0,0.099353,-0.117228,0.823,0.456178,-0.160223,1.372,0.077949,0.32431,0.768,,,,0.267984,-0.176882,0.806,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.150674,-0.007571,0.986
14:46.8,182843,0,0.133535,-0.117522,0.954,0.454516,-0.159639,1.367,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.118678,0.049226,0.983
14:46.8,182876,0,0.110183,-0.117513,0.825,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.036498,0.98
14:46.8,182909,0,0.126744,-0.141266,0.949,0.455181,-0.159872,1.369,0.077644,0.323044,0.765,,,,0.268649,-0.177321,0.808,,,,0.149222,-0.273003,0.731,,,,,,,,,,,,,0.247755,-0.001403,1.109
14:46.9,182943,0,0.132834,-0.147356,0.949,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.124985,0.023994,0.983
14:46.9,182977,0,0.133254,-0.141713,0.952,0.456178,-0.160223,1.372,0.077644,0.323044,0.765,,,,,,,,,,,,,,,,,,,,,,,,,0.169776,-0.015661,1.111
14:46.9,183009,0,0.133114,-0.141564,0.951,0.455181,-0.159872,1.369,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.118556,0.023969,0.982
14:47.0,183042,0,0.110317,-0.117656,0.826,0.457176,-0.160573,1.375,0.077746,0.323466,0.766,,,,0.288315,-0.176663,0.805,,,,,,,,,,,,,,,,,,,0.144201,-0.001242,0.985
14:47.0,183076,0,0.133254,-0.135603,0.952,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.118556,0.030271,0.982
14:47.0,183110,0,0.126878,-0.135318,0.95,0.456178,-0.160223,1.372,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.118556,0.036573,0.982
14:47.1,183142,0,0.126878,-0.141415,0.95,0.456178,-0.160223,1.372,0.077644,0.323044,0.765,,,,,,,,,,,,,,,,,,,,,,,,,0.111797,0.023872,0.978
14:47.1,183178,0,0.133254,-0.135603,0.952,0.456178,-0.160223,1.372,0.077644,0.323044,0.765,,,,0.289032,-0.177102,0.807,,,,0.149631,-0.27375,0.733,,,,,,,,,,,,,0.169623,-0.008524,1.11
14:47.1,183210,0,0.114202,-0.140819,0.946,0.457841,-0.160807,1.377,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.118073,0.023872,0.978
14:47.2,183242,0,0.12621,-0.134606,0.945,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.123968,0.030055,0.975
14:47.2,183278,0,0.132834,-0.135176,0.949,0.457176,-0.160573,1.375,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.117832,0.030086,0.976
14:47.2,183310,0,0.138778,-0.135034,0.948,0.456178,-0.160223,1.372,0.07734,0.321777,0.762,,,,0.287957,-0.176444,0.804,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.253492,-0.001396,1.103
14:47.3,183345,0,0.132414,-0.134749,0.946,0.456178,-0.160223,1.372,0.077644,0.323044,0.765,,,,0.288674,-0.176883,0.806,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.168859,-0.015576,1.105
14:47.3,183378,0,0.132695,-0.116783,0.948,0.455181,-0.159872,1.369,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.13076,0.049026,0.979
14:47.4,183411,0,0.133114,-0.129358,0.951,0.457176,-0.160573,1.375,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.124476,0.030178,0.979
14:47.4,183444,0,0.133254,-0.135603,0.952,0.454516,-0.159639,1.367,0.07734,0.321777,0.762,,,,0.267319,-0.176443,0.804,,,,0.149222,-0.273003,0.731,,,,,,,,,,,,,0.247531,-0.001402,1.108
14:47.4,183477,0,0.083205,-0.122062,0.82,0.457176,-0.160573,1.375,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.16946,0.031914,0.857
14:47.4,183509,0,0.127679,-0.130038,0.956,0.455181,-0.159872,1.369,0.07734,0.321777,0.762,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.253952,-0.001398,1.105
14:47.5,183543,0,0.102492,-0.135317,0.95,0.457176,-0.160573,1.375,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.193386,0.030144,0.978
14:47.5,183579,0,0.133114,-0.129358,0.951,0.455181,-0.159872,1.369,0.077238,0.321354,0.761,,,,0.257344,-0.189727,0.774,,,,0.149631,-0.27375,0.733,,,,,,,,,,,,,0.169471,-0.001399,1.109
14:47.5,183609,0,0.139071,-0.123126,0.95,0.455181,-0.159872,1.369,0.077746,0.323466,0.766,,,,0.267652,-0.176662,0.805,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.176747,0.005722,1.11
14:47.6,183643,0,0.108247,-0.116659,0.947,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.193189,0.055192,0.977
14:47.6,183675,0,0.132414,-0.14082,0.946,0.457841,-0.160807,1.377,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.186536,0.036309,0.975
14:47.6,183711,0,0.139364,-0.117276,0.952,0.457176,-0.160573,1.375,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.205939,0.048972,0.978
14:47.7,183744,0,0.133674,-0.136031,0.955,0.456178,-0.160223,1.372,0.077238,0.321354,0.761,,,,,,,,,,,,,,,,,,,,,,,,,0.194573,0.036644,0.984
14:47.7,183776,0,0.126477,-0.140968,0.947,0.454516,-0.159639,1.367,0.077543,0.322621,0.764,,,,0.267984,-0.176882,0.806,,,,0.149631,-0.27375,0.733,,,,,,,,,,,,,0.161621,-0.015562,1.104
14:47.7,183809,0,0.1026,-0.129357,0.951,0.456178,-0.160223,1.372,0.077543,0.322621,0.764,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.170235,-0.001406,1.114
14:47.8,183844,0,0.133674,-0.142159,0.955,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.118435,0.01765,0.981
14:47.8,183872,0,0.126878,-0.141415,0.95,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.111682,0.023848,0.977
14:47.9,183912,0,0.138046,-0.122219,0.943,-0.071545,0.260503,1.362,0.077847,0.323888,0.767,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.176429,0.019933,1.108
14:47.9,183943,0,0.099474,-0.122658,0.824,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.143907,-0.013856,0.983
14:47.9,183977,0,0.133535,-0.123644,0.954,0.456178,-0.160223,1.372,0.077543,0.322621,0.764,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.183539,0.012822,1.108
14:47.9,184010,0,0.119893,-0.121915,0.819,0.456178,-0.160223,1.372,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.174347,0.031802,0.854
14:48.0,184043,0,0.108818,-0.123384,0.952,0.457841,-0.160807,1.377,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.030425,0.036689,0.985
14:48.0,184075,0,0.120626,-0.106796,0.824,0.457176,-0.160573,1.375,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.108456,0.037242,0.853
14:48.1,184112,0,0.110184,-0.112219,0.825,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,-0.007511,-0.001237,0.986
14:48.1,184144,0,0.102385,-0.122995,0.949,0.455181,-0.159872,1.369,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.19398,0.049123,0.981
14:48.1,184176,0,0.139363,-0.135604,0.952,-0.106037,0.259357,1.356,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.254642,-0.001402,1.108
14:48.1,184210,0,0.139364,-0.123385,0.952,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.130759,0.036461,0.979
14:48.2,184242,0,0.133814,-0.130038,0.956,0.455181,-0.159872,1.369,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.118556,0.030271,0.982
14:48.2,184275,0,0.145014,-0.135177,0.949,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.137321,0.030239,0.981
14:48.2,184308,0,0.13834,-0.116414,0.945,0.456178,-0.160223,1.372,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.136482,0.048825,0.975
14:48.3,184342,0,0.128214,-0.118261,0.96,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.124095,0.042612,0.976
14:48.3,184376,0,0.139657,-0.123644,0.954,0.456178,-0.160223,1.372,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.19398,0.049123,0.981
14:48.3,184410,0,0.127012,-0.129358,0.951,0.457841,-0.160807,1.377,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.117469,0.029994,0.973
14:48.4,184442,0,0.133255,-0.117276,0.952,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.183704,0.005717,1.109
14:48.4,184475,0,0.102385,-0.116905,0.949,0.456178,-0.160223,1.372,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.118194,0.042744,0.979
14:48.4,184508,0,0.0943,-0.122807,0.825,0.456178,-0.160223,1.372,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.102861,0.015329,0.852
14:48.5,184543,0,0.133394,-0.135746,0.953,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.118194,0.023896,0.979
14:48.5,184576,0,0.133254,-0.129494,0.952,0.456178,-0.160223,1.372,0.078355,0.326,0.772,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.169165,-0.008501,1.107
14:48.5,184610,0,0.083611,-0.106794,0.824,0.455181,-0.159872,1.369,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.103465,0.031918,0.857
14:48.6,184644,0,0.109783,-0.117086,0.822,0.456178,-0.160223,1.372,0.078558,0.326844,0.774,,,,0.268317,-0.177101,0.807,,,,0.150447,-0.275243,0.737,,,,,,,,,,,,,0.144054,-0.001241,0.984
14:48.6,184676,0,0.13995,-0.123904,0.956,0.455181,-0.159872,1.369,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.036535,0.981
14:48.6,184709,0,0.115058,-0.117086,0.822,0.456178,-0.160223,1.372,0.078558,0.326844,0.774,,,,0.268982,-0.17754,0.809,,,,0.150447,-0.275243,0.737,,,,,,,,,,,,,0.150369,-0.007556,0.984
14:48.7,184743,0,0.115898,-0.107314,0.828,-0.07123,0.259356,1.356,0.078659,0.327266,0.775,,,,0.267319,-0.176443,0.804,,,,,,,,,,,,,,,,,,,0.156365,-0.001239,0.982
14:48.7,184776,0,0.110585,-0.107314,0.828,-0.07123,0.259356,1.356,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.097623,0.031806,0.854
14:48.7,184809,0,0.133255,-0.117276,0.952,0.455181,-0.159872,1.369,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.118436,0.049126,0.981
14:48.8,184845,0,0.110317,-0.112355,0.826,0.456178,-0.160223,1.372,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.097851,0.031881,0.856
14:48.8,184877,0,0.116038,-0.107443,0.829,0.455181,-0.159872,1.369,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.103345,0.037373,0.856
14:48.8,184909,0,0.126878,-0.123125,0.95,-0.07123,0.259356,1.356,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.130091,0.036274,0.974
14:48.9,184944,0,0.144863,-0.098533,0.948,0.456178,-0.160223,1.372,0.078862,0.328111,0.777,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.183374,0.034122,1.107
14:48.9,184976,0,0.126345,-0.098324,0.946,0.454516,-0.159639,1.367,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.19946,0.074001,0.977
14:48.9,185009,0,0.139364,-0.117276,0.952,-0.071387,0.25993,1.359,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.131027,0.055421,0.981
14:49.0,185042,0,0.144098,-0.110116,0.943,-0.071124,0.258973,1.354,0.078964,0.328533,0.778,,,,,,,,,,,,,,,,,,,,,,,,,0.136063,0.06115,0.972
14:49.0,185071,0,0.139364,-0.117276,0.952,0.456178,-0.160223,1.372,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.199459,0.048922,0.977
14:49.0,185109,0,0.115478,-0.112219,0.825,-0.106271,0.259931,1.359,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.150063,-0.001239,0.982
14:49.1,185142,0,0.10859,-0.117028,0.95,0.456178,-0.160223,1.372,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.224774,0.062197,1.101
14:49.1,185176,0,0.139511,-0.117399,0.953,-0.070965,0.293078,1.351,0.078659,0.327266,0.775,,,,0.267319,-0.176443,0.804,,,,0.150447,-0.275243,0.737,,,,,,,,,,,,,0.176588,0.005717,1.109
14:49.1,185208,0,0.115758,-0.112491,0.827,-0.106037,0.259357,1.356,0.079065,0.328956,0.779,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.156205,-0.013829,0.981
14:49.2,185243,0,0.108018,-0.110348,0.945,-0.105644,0.29308,1.351,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.123841,0.048775,0.974
14:49.2,185276,0,0.139657,-0.123644,0.954,-0.071545,0.260503,1.362,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.130759,0.042743,0.979
14:49.2,185309,0,0.105017,-0.107054,0.826,-0.07165,0.260886,1.364,0.078659,0.327266,0.775,,,,0.268317,-0.177101,0.807,,,,0.150447,-0.275243,0.737,,,,,,,,,,,,,0.156365,-0.001239,0.982
14:49.3,185341,0,0.127279,-0.117399,0.953,0.457176,-0.160573,1.375,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.192794,0.048822,0.975
14:49.3,185376,0,0.115197,-0.12251,0.823,-0.071387,0.25993,1.359,0.078659,0.327266,0.775,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.150369,-0.001241,0.984
14:49.3,185409,0,0.121035,-0.141712,0.952,-0.071387,0.25993,1.359,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.03024,0.981
14:49.4,185442,0,0.138632,-0.11666,0.947,0.457841,-0.160807,1.377,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.130493,0.055195,0.977
14:49.4,185478,0,0.134235,-0.124292,0.959,-0.106506,0.260505,1.362,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.036498,0.98
14:49.4,185509,0,0.105271,-0.107313,0.828,0.455181,-0.159872,1.369,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.103224,0.031843,0.855
14:49.5,185541,0,0.144863,-0.104616,0.948,0.455181,-0.159872,1.369,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.136203,0.061213,0.973
14:49.5,185577,0,0.083713,-0.106924,0.825,-0.071545,0.260503,1.362,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.102861,0.031731,0.852
14:49.5,185609,0,0.132836,-0.098636,0.949,0.455181,-0.159872,1.369,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.136203,0.061213,0.973
14:49.6,185642,0,0.099595,-0.106924,0.825,0.455181,-0.159872,1.369,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.108456,0.031768,0.853
14:49.6,185678,0,0.105271,-0.107313,0.828,0.454516,-0.159639,1.367,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.108456,0.031768,0.853
14:49.6,185710,0,0.138778,-0.122867,0.948,0.455181,-0.159872,1.369,0.078152,0.325155,0.77,,,,0.257344,-0.189727,0.774,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.17611,0.005702,1.106
14:49.7,185742,0,0.115618,-0.112355,0.826,0.455181,-0.159872,1.369,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.108711,0.03733,0.855
14:49.7,185777,0,0.139071,-0.123126,0.95,-0.106271,0.259931,1.359,0.078456,0.326422,0.773,,,,0.257344,-0.189727,0.774,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.176588,0.005717,1.109
14:49.7,185810,0,0.099716,-0.112355,0.826,-0.106506,0.260505,1.362,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.103345,0.037373,0.856
14:49.8,185843,0,0.139364,-0.117276,0.952,0.455181,-0.159872,1.369,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.13076,0.049026,0.979
14:49.8,185875,0,0.132695,-0.116783,0.948,0.455181,-0.159872,1.369,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.124477,0.055308,0.979
14:49.8,185908,0,0.133115,-0.123255,0.951,0.456178,-0.160223,1.372,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.118678,0.049226,0.983
14:49.9,185943,0,0.138632,-0.11666,0.947,0.456178,-0.160223,1.372,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.130359,0.055139,0.976
14:49.9,185978,0,0.138632,-0.122737,0.947,0.456178,-0.160223,1.372,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.0427,0.978
14:49.9,186009,0,0.12004,-0.116802,0.82,-0.071124,0.258973,1.354,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.108584,0.037286,0.854
14:50.0,186043,0,0.139217,-0.129358,0.951,0.456178,-0.160223,1.372,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.12524,0.043005,0.985
14:50.0,186076,0,0.139071,-0.123126,0.95,0.457176,-0.160573,1.375,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.193783,0.055362,0.98
14:50.0,186110,0,0.11005,-0.112083,0.824,0.456178,-0.160223,1.372,0.078456,0.326422,0.773,,,,0.267319,-0.176443,0.804,,,,,,,,,,,,,,,,,,,0.213298,0.011373,0.983
14:50.1,186142,0,0.116038,-0.107443,0.829,0.455181,-0.159872,1.369,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.103707,0.037504,0.859
14:50.1,186175,0,0.110718,-0.112763,0.829,0.455181,-0.159872,1.369,0.078253,0.325577,0.771,,,,0.267652,-0.176662,0.805,,,,0.149427,-0.273376,0.732,,,,,,,,,,,,,0.213949,0.00508,0.986
14:50.1,186210,0,0.115531,-0.124032,0.957,0.457176,-0.160573,1.375,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.125112,0.036647,0.984
14:50.2,186244,0,0.102385,-0.116905,0.949,0.453518,-0.159289,1.364,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.118678,0.055535,0.983
14:50.2,186276,0,0.145169,-0.098741,0.95,0.456178,-0.160223,1.372,0.078355,0.326,0.772,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.189961,0.01986,1.104
14:50.2,186311,0,0.103248,-0.124032,0.957,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.124858,0.036573,0.982
14:50.3,186343,0,0.083713,-0.106924,0.825,0.455181,-0.159872,1.369,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.103224,0.03733,0.855
14:50.3,186376,0,0.108361,-0.116782,0.948,0.456178,-0.160223,1.372,0.078355,0.326,0.772,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.17611,0.005702,1.106
14:50.4,186411,0,0.120187,-0.106407,0.821,0.455181,-0.159872,1.369,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.108965,0.042916,0.857
14:50.4,186445,0,0.13995,-0.123904,0.956,0.457841,-0.160807,1.377,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.176747,-0.001401,1.11
14:50.4,186476,0,0.10859,-0.117028,0.95,0.456178,-0.160223,1.372,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.206992,0.055531,0.983
14:50.5,186511,0,0.101406,-0.103478,0.84,-0.07123,0.259356,1.356,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.158277,0.05385,0.856
14:50.5,186544,0,0.139803,-0.117646,0.955,-0.071123,0.293729,1.354,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.042831,0.981
14:50.5,186576,0,0.105525,-0.112899,0.83,0.456178,-0.160223,1.372,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.103948,0.037592,0.861
14:50.5,186610,0,0.089115,-0.107053,0.826,0.455181,-0.159872,1.369,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.108838,0.03188,0.856
14:50.6,186644,0,0.108475,-0.129085,0.949,-0.10588,0.258975,1.354,0.07805,0.324733,0.769,,,,0.288315,-0.176663,0.805,,,,,,,,,,,,,,,,,,,0.255332,0.012853,1.111
14:50.6,186677,0,0.115057,-0.122361,0.822,-0.070965,0.293078,1.351,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.103224,0.031843,0.855
14:50.6,186709,0,0.110718,-0.102123,0.829,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,0.257344,-0.189727,0.774,,,,0.149631,-0.27375,0.733,,,,,,,,,,,,,0.14464,0.011434,0.988
14:50.7,186743,0,0.139071,-0.11703,0.95,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.124732,0.055421,0.981
14:50.7,186775,0,0.116038,-0.107443,0.829,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.108456,0.031768,0.853
14:50.7,186808,0,0.139364,-0.129494,0.952,-0.071545,0.260503,1.362,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.130759,0.042743,0.979
14:50.8,186843,0,0.127279,-0.135746,0.953,0.454518,-0.124549,1.367,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.118315,0.03021,0.98
14:50.8,186876,0,0.11045,-0.117798,0.827,0.455181,-0.159872,1.369,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.097851,0.026387,0.856
14:50.8,186909,0,0.115478,-0.112219,0.825,0.492471,-0.160575,1.375,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.103224,0.031843,0.855
14:50.9,186942,0,0.115337,-0.122659,0.824,0.458838,-0.161157,1.38,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.10871,0.026356,0.855
14:50.9,186975,0,0.120909,-0.13546,0.951,0.456178,-0.160223,1.372,0.077238,0.321354,0.761,,,,,,,,,,,,,,,,,,,,,,,,,0.161768,-0.015576,1.105
14:50.9,187009,0,0.12768,-0.123903,0.956,0.455181,-0.159872,1.369,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.125112,0.036647,0.984
14:51.0,187043,0,0.089729,-0.146578,0.944,0.456178,-0.160223,1.372,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.111682,0.017578,0.977
14:51.0,187076,0,0.10032,-0.107702,0.831,0.455181,-0.159872,1.369,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.098423,0.037592,0.861
14:51.0,187108,0,0.127279,-0.135746,0.953,0.457176,-0.160573,1.375,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.11214,0.023945,0.981
14:51.1,187144,0,0.114444,-0.135033,0.948,0.455181,-0.159872,1.369,0.076934,0.320088,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.111454,0.023799,0.975
14:51.1,187176,0,0.138778,-0.122867,0.948,0.454516,-0.159639,1.367,0.077137,0.320932,0.76,,,,0.257676,-0.189972,0.775,,,,0.149835,-0.274123,0.734,,,,,,,,,,,,,0.261753,0.019929,1.108
14:51.1,187209,0,0.110317,-0.122956,0.826,0.454516,-0.159639,1.367,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.102982,0.020821,0.853
14:51.2,187244,0,0.127145,-0.135603,0.952,0.456178,-0.160223,1.372,0.077137,0.320932,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.112254,0.030271,0.982
14:51.2,187276,0,0.102277,-0.128949,0.948,0.456178,-0.160223,1.372,0.077035,0.32051,0.759,,,,,,,,,,,,,,,,,,,,,,,,,0.118194,0.030179,0.979
14:51.2,187309,0,0.126878,-0.135318,0.95,0.491396,-0.160224,1.372,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.11759,0.023774,0.974
14:51.3,187344,0,0.133254,-0.147822,0.952,0.455181,-0.159872,1.369,0.07734,0.321777,0.762,,,,,,,,,,,,,,,,,,,,,,,,,0.193781,0.023917,0.98
14:51.3,187377,0,0.09599,-0.140818,0.946,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.118435,0.023945,0.981
